OBJECTID,Name,Surf_Spot,Shape_Leng,Shape_Area,SUM_Area_S
249, ,Costão da Pinheira,62831.853071795863798,314159265.358979284763336,0.036993333040064
250, ,Naufragados,62831.853071795863798,314159265.358979284763336,0.054663190268223
251, ,Solidao - Caladinho,62831.853071795863798,314159265.358979284763336,0.060622839220470
252, ,Praia dos Açores,62831.853071795863798,314159265.358979284763336,0.070173772741320
253, ,Lagoinha do Leste,62831.853071795863798,314159265.358979284763336,0.061192971092831
254, ,Matadeiro,62831.853071795863798,314159265.358979284763336,0.156817810380781
255, ,Armação,62831.853071795863798,314159265.358979284763336,0.362313931314652
256, ,Caldeirao,62831.853071795863798,314159265.358979284763336,0.414400816882305
257, ,Morro das Pedras,62831.853071795863798,314159265.358979284763336,0.420927749643421
258, ,Campeche Rights,62831.853071795863798,314159265.358979284763336,0.404361844782287
259, ,Riozinho,62831.853071795863798,314159265.358979284763336,0.425356495668417
260, ,Joaquina,62831.853071795863798,314159265.358979284763336,1.198682761412920
261, ,Praia Mole,62831.853071795863798,314159265.358979284763336,0.984662569876901
262, ,Galheta,62831.853071795863798,314159265.358979284763336,0.736328660379589
263, ,Barra da Lagoa,62831.853071795863798,314159265.358979284763336,0.730405316771981
264, ,Mocambique,62831.853071795863798,314159265.358979284763336,0.212742533023635
265, ,Ponta das Aranhas,62831.853071795863798,314159265.358979284763336,0.264414491869721
266, ,Santinho,62831.853071795863798,314159265.358979284763336,0.317849021349179
267, ,Canasvieiras,62831.853071795863798,314159265.358979284763336,0.487258937000932
268, ,Praia do Forte,62831.853071795863798,314159265.358979284763336,0.354952572612773
269, ,Ingleses,62831.853071795863798,314159265.358979284763336,0.354358207653097
270, ,Praia Brava,62831.853071795863798,314159265.358979284763336,0.366042679624474
271, ,Lambe lambe,62831.853071795863798,314159265.358979284763336,0.321761486669916
272, ,Ponta Do Rapa,62831.853071795863798,314159265.358979284763336,0.261366386204777
273, ,Tingua,62831.853071795863798,314159265.358979284763336,0.150405667329431
274, ,Palmas,62831.853071795863798,314159265.358979284763336,0.060086963715521
275, ,Mariscal,62831.853071795863798,314159265.358979284763336,0.296460601297562
276, ,Quatro Ilhas,62831.853071795863798,314159265.358979284763336,0.263496884827777
277, ,Bombinhas,62831.853071795863798,314159265.358979284763336,0.276750817052902
278, ,Bombas,62831.853071795863798,314159265.358979284763336,0.314691889853382
279, ,Meia Praia,62831.853071795863798,314159265.358979284763336,0.553045878313232
280, ,Itapema,62831.853071795863798,314159265.358979284763336,0.671974131834223
281, ,Ponta do Cabeço,62831.853071795863798,314159265.358979284763336,0.693542594266121
282, ,Mocó,62831.853071795863798,314159265.358979284763336,1.021682019594510
283, ,Estaleirinho,62831.853071795863798,314159265.358979284763336,2.788638111638000
284, ,Estaleiro (reef),62831.853071795863798,314159265.358979284763336,3.311531926599520
285, ,Balneário Camboriú,62831.853071795863798,314159265.358979284763336,4.106198745240000
286, ,Parcel,62831.853071795863798,314159265.358979284763336,4.419683539433910
287, ,Praia dos Amores,62831.853071795863798,314159265.358979284763336,5.998426582395670
288, ,Praia Brava,62831.853071795863798,314159265.358979284763336,6.293695770350140
289, ,Morcego,62831.853071795863798,314159265.358979284763336,6.287639947070030
290, ,Atalaia,62831.853071795863798,314159265.358979284763336,5.323741999193710
291, ,Pracinha,62831.853071795863798,314159265.358979284763336,4.661735486094880
292, ,Navegantes,62831.853071795863798,314159265.358979284763336,4.385449286054120
293, ,Garrincha,62831.853071795863798,314159265.358979284763336,3.384811255005790
294, ,Gravatá (1 e 2),62831.853071795863798,314159265.358979284763336,2.427391105599720
295, ,Gravatá,62831.853071795863798,314159265.358979284763336,2.446982739479400
296, ,Quilombo,62831.853071795863798,314159265.358979284763336,0.185739253875661
297, ,Quilombo (reef),62831.853071795863798,314159265.358979284763336,0.176701728747352
298, ,molhe de Piçarras,62831.853071795863798,314159265.358979284763336,0.119810237214252
299, ,Laje do Jacques,62831.853071795863798,314159265.358979284763336,0.087361593361002
300, ,Syphodys,62831.853071795863798,314159265.358979284763336,0.276181241194017
301, ,ilha do grants,62831.853071795863798,314159265.358979284763336,0.275359010327550
302, ,barra de Itajuba,62831.853071795863798,314159265.358979284763336,0.274305624322308
303, ,Praia do Sol,62831.853071795863798,314159265.358979284763336,0.282596851853963
304, ,Praia do Tabuleiro,62831.853071795863798,314159265.358979284763336,0.275273534467965
305, ,Canoas,62831.853071795863798,314159265.358979284763336,0.280575520509137
306, ,Barrinha,62831.853071795863798,314159265.358979284763336,0.279759071508628
307, ,Foz do Itapocu,62831.853071795863798,314159265.358979284763336,0.269706017035677
308, ,Praia do Bispo,62831.853071795863798,314159265.358979284763336,0.031948854013683
309, ,Picama,62831.853071795863798,314159265.358979284763336,0.034326181285195
310, ,"Praia Grande, São Francisco do Sul",62831.853071795863798,314159265.358979284763336,0.096847813354272
311, ,Praia da Saudade,62831.853071795863798,314159265.358979284763336,0.096847813354272
312, ,Sao Francisco do Sul,62831.853071795863798,314159265.358979284763336,0.096847813354272
313, ,Píer da Petrobras,62831.853071795863798,314159265.358979284763336,0.096847813354272
314, ,Sumidouro,62831.853071795863798,314159265.358979284763336,0.146720948128480
315, ,Praia do Forte,62831.853071795863798,314159265.358979284763336,0.102765963460056
316, ,Terceira Pedra,62831.853071795863798,314159265.358979284763336,0.079330554128623
317, ,Barra do sai mirim,62831.853071795863798,314159265.358979284763336,0.069673804631612
318, ,Barrinha,62831.853071795863798,314159265.358979284763336,0.046094862071698
319, ,Praia Brava Guaratuba,62831.853071795863798,314159265.358979284763336,0.248024246729081
320, ,Direitas de Guaratuba,62831.853071795863798,314159265.358979284763336,0.248960702989808
321, ,Pico de Matinhos,62831.853071795863798,314159265.358979284763336,0.206160724219978
322, ,Balneario Costa azul,62831.853071795863798,314159265.358979284763336,0.015121383339030
323, ,Ilha do Mel,62831.853071795863798,314159265.358979284763336,0.058060507684692
324, ,Farolete,62831.853071795863798,314159265.358979284763336,0.075956496761438
325, ,"Guarau, Peruibe SP",62831.853071795863798,314159265.358979284763336,0.204871828126437
326, ,Pier de Mongaguá,62831.853071795863798,314159265.358979284763336,0.044943148865638
327, ,Tombo,62831.853071795863798,314159265.358979284763336,1.599219729986590
328, ,Astúrias,62831.853071795863798,314159265.358979284763336,1.715832452973620
329, ,Pitangueiras Beach,62831.853071795863798,314159265.358979284763336,1.760542703295540
330, ,porta do sol,62831.853071795863798,314159265.358979284763336,2.422830515968110
331, ,Itarare,62831.853071795863798,314159265.358979284763336,2.584987815599270
332, ,Santos,62831.853071795863798,314159265.358979284763336,2.578975820400620
333, ,Praia de Pernambuco,62831.853071795863798,314159265.358979284763336,0.264879373363810
334, ,Bonete,62831.853071795863798,314159265.358979284763336,0.000417580211079
335, ,Sao Pedro,62831.853071795863798,314159265.358979284763336,0.051980748855648
336, ,Praia de Iporanga,62831.853071795863798,314159265.358979284763336,0.063943748660462
337, ,Taguaíba,62831.853071795863798,314159265.358979284763336,0.087370446115343
338, ,praia branca,62831.853071795863798,314159265.358979284763336,0.071760610695447
339, ,Castelhanos,62831.853071795863798,314159265.358979284763336,0.122956705812364
340, ,Enseada - Bertioga,62831.853071795863798,314159265.358979284763336,0.137997066959521
341, ,Santiago,62831.853071795863798,314159265.358979284763336,0.029281711082972
342, ,Guaecá,62831.853071795863798,314159265.358979284763336,0.127734748288152
343, ,Riviera de São Lourenço,62831.853071795863798,314159265.358979284763336,0.555722264783056
344, ,Paúba,62831.853071795863798,314159265.358979284763336,0.039780431803436
345, ,Itaguaré,62831.853071795863798,314159265.358979284763336,0.545165013683889
346, ,Maresias,62831.853071795863798,314159265.358979284763336,0.051790904246167
347, ,Camburi,62831.853071795863798,314159265.358979284763336,0.084786663071814
348, ,Baleia,62831.853071795863798,314159265.358979284763336,0.069027905981608
349, ,Guaratuba,62831.853071795863798,314159265.358979284763336,0.104160749666054
350, ,Juquehy,62831.853071795863798,314159265.358979284763336,0.051566196817738
351, ,Massaguaçu,62831.853071795863798,314159265.358979284763336,0.098860387527076
352, ,Simão,62831.853071795863798,314159265.358979284763336,0.064751786234772
353, ,Praia do sape,62831.853071795863798,314159265.358979284763336,0.067190450068863
354, ,Lagoinha,62831.853071795863798,314159265.358979284763336,0.026688429472415
355, ,Sununga,62831.853071795863798,314159265.358979284763336,0.027918099652861
356, ,Toninhas,62831.853071795863798,314159265.358979284763336,0.071977194098786
357, ,Praia Grande (PG),62831.853071795863798,314159265.358979284763336,0.072320277935717
358, ,Praia Grande North,62831.853071795863798,314159265.358979284763336,0.074157006277037
359, ,Vermelha do Centro,62831.853071795863798,314159265.358979284763336,0.071643625561850
360, ,Patiero,62831.853071795863798,314159265.358979284763336,0.066026716759193
361, ,Vermelha do Norte,62831.853071795863798,314159265.358979284763336,0.063926835217737
362, ,Itamambuca,62831.853071795863798,314159265.358979284763336,0.045756300676517
363, ,Praia do Felix,62831.853071795863798,314159265.358979284763336,0.001267685878703
364, ,Brava do Camburi,62831.853071795863798,314159265.358979284763336,0.001366327226284
365, ,Ponta do Cepílio,62831.853071795863798,314159265.358979284763336,0.000740912083505
366, ,Laranjeiras,62831.853071795863798,314159265.358979284763336,0.007916492320180
367, ,Martim de Sa,62831.853071795863798,314159265.358979284763336,0.006483531177057
368, ,Aventureiro,62831.853071795863798,314159265.358979284763336,0.073226702127658
369, ,Lopes Mendes,62831.853071795863798,314159265.358979284763336,0.125893202357445
370, ,Barra de Guaratiba,62831.853071795863798,314159265.358979284763336,0.213074744520925
371, ,Laje do Dramin,62831.853071795863798,314159265.358979284763336,0.570264419136975
372, ,Grumari,62831.853071795863798,314159265.358979284763336,1.058101969181760
373, ,Prainha,62831.853071795863798,314159265.358979284763336,1.410308613790040
374, ,CcB,62831.853071795863798,314159265.358979284763336,1.580425188794940
375, ,Farorinha,62831.853071795863798,314159265.358979284763336,1.894884309933000
376, ,Canto do recreio,62831.853071795863798,314159265.358979284763336,1.956549325532920
377, ,Praia da Macumba,62831.853071795863798,314159265.358979284763336,1.882341762653200
378, ,Mambucaba,62831.853071795863798,314159265.358979284763336,0.546483061828469
379, ,Posto 10 - Recreio,62831.853071795863798,314159265.358979284763336,2.509008545199430
