id,region,join_count,numerical_direction,numerical_frequency,numerical_experience,numerical_quality,normalized_clusters,normalized_direction,normalized_frequency,normalized_experience,normalized_quality,weighted_surf,surf_subindex
124,Nordeste,1,1,1,1,1,0,0,0,1,0,0.5,0
125,Nordeste,1,1,1,1,1,0,0,0,1,0,0.5,0
126,Nordeste,1,1,1,1,1,0,0,0,1,0,0.5,0
127,Nordeste,1,1,1,1,1,0,0,0,1,0,0.5,0
128,Nordeste,1,1,1,1,1,0,0,0,1,0,0.5,0
129,Nordeste,1,1,1,1,1,0,0,0,1,0,0.5,0
130,Nordeste,1,1,1,1,1,0,0,0,1,0,0.5,0
131,Nordeste,1,1,1,1,1,0,0,0,1,0,0.5,0
132,Nordeste,1,1,1,1,1,0,0,0,1,0,0.5,0
133,Nordeste,1,1,1,1,1,0,0,0,1,0,0.5,0
134,Nordeste,1,1,1,1,1,0,0,0,1,0,0.5,0
135,Nordeste,1,1,1,1,1,0,0,0,1,0,0.5,0
136,Nordeste,1,1,1,1,1,0,0,0,1,0,0.5,0
137,Nordeste,1,1,1,1,1,0,0,0,1,0,0.5,0
138,Nordeste,1,1,1,1,1,0,0,0,1,0,0.5,0
139,Nordeste,1,1,1,1,1,0,0,0,1,0,0.5,0
140,Nordeste,1,1,1,1,1,0,0,0,1,0,0.5,0
141,Nordeste,1,1,1,1,1,0,0,0,1,0,0.5,0
142,Nordeste,2,1,1,1,1,0.333333,0,0,1,0,0.833333,0.186046291
143,Nordeste,3,1,1,1,1,0.666667,0,0,1,0,1.166667,0.3720931401
144,Nordeste,2,1,1,1,1,0.333333,0,0,1,0,0.833333,0.186046291
145,Nordeste,1,1,1,1,1,0,0,0,1,0,0.5,0
146,Nordeste,1,1,1,1,1,0,0,0,1,0,0.5,0
147,Nordeste,1,1,1,1,1,0,0,0,1,0,0.5,0
148,Nordeste,1,1,1,1,1,0,0,0,1,0,0.5,0
149,Nordeste,1,1,1,1,1,0,0,0,1,0,0.5,0
150,Nordeste,1,1,1,1,1,0,0,0,1,0,0.5,0
151,Nordeste,1,1,1,1,1,0,0,0,1,0,0.5,0
152,Nordeste,1,1,1,1,1,0,0,0,1,0,0.5,0
153,Nordeste,1,1,1,1,1,0,0,0,1,0,0.5,0
154,Nordeste,1,1,1,1,1,0,0,0,1,0,0.5,0
155,Nordeste,1,1,1,1,1,0,0,0,1,0,0.5,0
156,Nordeste,1,1,1,1,1,0,0,0,1,0,0.5,0
157,Nordeste,1,1,1,1,1,0,0,0,1,0,0.5,0
158,Nordeste,1,1,1,1,1,0,0,0,1,0,0.5,0
159,Nordeste,1,1,1,1,1,0,0,0,1,0,0.5,0
160,Nordeste,1,1,1,1,1,0,0,0,1,0,0.5,0
161,Nordeste,1,1,1,1,1,0,0,0,1,0,0.5,0
162,Nordeste,2,1,1,1,1,0.333333,0,0,1,0,0.833333,0.186046291
163,Nordeste,1,1,1,1,1,0,0,0,1,0,0.5,0
164,Nordeste,2,1,1,1,1,0.333333,0,0,1,0,0.833333,0.186046291
165,Nordeste,3,1,1,1,1,0.666667,0,0,1,0,1.166667,0.3720931401
166,Nordeste,2,1,1,1,1,0.333333,0,0,1,0,0.833333,0.186046291
167,Nordeste,1,1,1,1,1,0,0,0,1,0,0.5,0
168,Nordeste,1,1,1,1,1,0,0,0,1,0,0.5,0
169,Nordeste,1,1,1,1,1,0,0,0,1,0,0.5,0
