OID_,Join_Count,TARGET_FID,id,region,zone,name,lat,long,quality,frequency,direction,type,experience,numerical_direction,numerical_frequency,numerical_experience,numerical_quality,BUFF_DIST,ORIG_FID,CD_MUN,NM_MUN,SIGLA,CNAE,Units,People,Shape_Length_1,Shape_Area_1,F2010,SLR_employment_per_capita,F2010_1,F2010_12,F2010_12_13,F2010_12_13_14,F2010_12_13_14_15,F2010_12_13_14_15_16,F2010_12_13_14_15_16_17,F2010_12_13_14_15_16_17_18,F2010_12_13_14_15_16_17_18_19,F2010_12_13_14_15_16_17_18_19_20,F2010_12_13_14_15_16_17_18_19_20_21,F2010_12_13_14_15_16_17_18_19_20_21_22,F2010_12_13_14_15_16_17_18_19_20_21_22_23,F2010_12_13_14_15_16_17_18_19_20_21_22_23_24,F2010_12_13_14_15_16_17_18_19_20_21_22_23_24_25,Shape_Length,Shape_Area
257,1,257,256,Sul,Florianopolis,Matadeiro,-27.755140000000001,-48.498522999999999,3.5,4,Right and left,Beach-break,Experienced surfers,2.000000000000000,4.000000000000000,0.000000000000000,3.500000000000000,5000.000000000000000,257,4205407,Florianópolis,SC,"Sports, recreation and leisure activities",487.000000000000000,2357.000000000000000,0.000000000000000,0.000000000000000,421240.000000000000000,0.005595385053651,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,31415.926535897931899,78539816.339744821190834
258,1,258,257,Sul,Florianopolis,Armação,-27.741619000000000,-48.508114999999997,3,2,Right and left,Beach-break,All surfers,2.000000000000000,2.000000000000000,1.000000000000000,3.000000000000000,5000.000000000000000,258,4205407,Florianópolis,SC,"Sports, recreation and leisure activities",487.000000000000000,2357.000000000000000,0.000000000000000,0.000000000000000,421240.000000000000000,0.005595385053651,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,31415.926535897931899,78539816.339744821190834
259,1,259,258,Sul,Florianopolis,Caldeirao,-27.723690000000001,-48.504595999999999,3.5,3,Left,Beach-break,Experienced surfers,1.000000000000000,3.000000000000000,0.000000000000000,3.500000000000000,5000.000000000000000,259,4205407,Florianópolis,SC,"Sports, recreation and leisure activities",487.000000000000000,2357.000000000000000,0.000000000000000,0.000000000000000,421240.000000000000000,0.005595385053651,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,31415.926535897931899,78539816.339744821190834
260,1,260,259,Sul,Florianopolis,Morro das Pedras,-27.715522000000000,-48.502257000000000,3,4,Right and left,Sand-bar,Experienced surfers,2.000000000000000,4.000000000000000,0.000000000000000,3.000000000000000,5000.000000000000000,260,4205407,Florianópolis,SC,"Sports, recreation and leisure activities",487.000000000000000,2357.000000000000000,0.000000000000000,0.000000000000000,421240.000000000000000,0.005595385053651,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,31415.926535897931899,78539816.339744821190834
261,1,261,260,Sul,Florianopolis,Campeche Rights,-27.693864000000001,-48.482686999999999,4,2,Right,Sand-bar,Experienced surfers,1.000000000000000,2.000000000000000,0.000000000000000,4.000000000000000,5000.000000000000000,261,4205407,Florianópolis,SC,"Sports, recreation and leisure activities",487.000000000000000,2357.000000000000000,0.000000000000000,0.000000000000000,421240.000000000000000,0.005595385053651,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,31415.926535897931899,78539816.339744821190834
262,1,262,261,Sul,Florianopolis,Riozinho,-27.685523000000000,-48.479598000000003,5,3,Right and left,Beach-break,Experienced surfers,2.000000000000000,3.000000000000000,0.000000000000000,5.000000000000000,5000.000000000000000,262,4205407,Florianópolis,SC,"Sports, recreation and leisure activities",487.000000000000000,2357.000000000000000,0.000000000000000,0.000000000000000,421240.000000000000000,0.005595385053651,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,31415.926535897931899,78539816.339744821190834
263,1,263,262,Sul,Florianopolis,Joaquina,-27.629588999999999,-48.448768000000001,4,4,Left,Sand-bar,Experienced surfers,1.000000000000000,4.000000000000000,0.000000000000000,4.000000000000000,5000.000000000000000,263,4205407,Florianópolis,SC,"Sports, recreation and leisure activities",487.000000000000000,2357.000000000000000,0.000000000000000,0.000000000000000,421240.000000000000000,0.005595385053651,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,31415.926535897931899,78539816.339744821190834
264,1,264,263,Sul,Florianopolis,Praia Mole,-27.602475999999999,-48.432583999999999,3.5,3,Right and left,Sand-bar,All surfers,2.000000000000000,3.000000000000000,1.000000000000000,3.500000000000000,5000.000000000000000,264,4205407,Florianópolis,SC,"Sports, recreation and leisure activities",487.000000000000000,2357.000000000000000,0.000000000000000,0.000000000000000,421240.000000000000000,0.005595385053651,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,31415.926535897931899,78539816.339744821190834
265,1,265,264,Sul,Florianopolis,Galheta,-27.593482000000002,-48.425224000000000,3.5,4,Right and left,Beach-break,All surfers,2.000000000000000,4.000000000000000,1.000000000000000,3.500000000000000,5000.000000000000000,265,4205407,Florianópolis,SC,"Sports, recreation and leisure activities",487.000000000000000,2357.000000000000000,0.000000000000000,0.000000000000000,421240.000000000000000,0.005595385053651,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,31415.926535897931899,78539816.339744821190834
266,1,266,265,Sul,Florianopolis,Barra da Lagoa,-27.572818000000002,-48.424376000000002,3,3,Right and left,Beach-break,Beginners wave,2.000000000000000,3.000000000000000,0.000000000000000,3.000000000000000,5000.000000000000000,266,4205407,Florianópolis,SC,"Sports, recreation and leisure activities",487.000000000000000,2357.000000000000000,0.000000000000000,0.000000000000000,421240.000000000000000,0.005595385053651,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,31415.926535897931899,78539816.339744821190834
267,1,267,266,Sul,Florianopolis,Mocambique,-27.525323000000000,-48.410567999999998,3.5,4,Right and left,Beach-break,All surfers,2.000000000000000,4.000000000000000,1.000000000000000,3.500000000000000,5000.000000000000000,267,4205407,Florianópolis,SC,"Sports, recreation and leisure activities",487.000000000000000,2357.000000000000000,0.000000000000000,0.000000000000000,421240.000000000000000,0.005595385053651,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,31415.926535897931899,78539816.339744821190834
268,1,268,267,Sul,Santa Catarina South,Ponta das Aranhas,-27.482099999999999,-48.380892000000003,3.5,4,Right and left,Beach-break,All surfers,2.000000000000000,4.000000000000000,1.000000000000000,3.500000000000000,5000.000000000000000,268,4205407,Florianópolis,SC,"Sports, recreation and leisure activities",487.000000000000000,2357.000000000000000,0.000000000000000,0.000000000000000,421240.000000000000000,0.005595385053651,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,31415.926535897931899,78539816.339744821190834
269,1,269,268,Sul,Florianopolis,Santinho,-27.457940000000001,-48.372630999999998,3.5,4,Right and left,Beach-break,Experienced surfers,2.000000000000000,4.000000000000000,0.000000000000000,3.500000000000000,5000.000000000000000,269,4205407,Florianópolis,SC,"Sports, recreation and leisure activities",487.000000000000000,2357.000000000000000,0.000000000000000,0.000000000000000,421240.000000000000000,0.005595385053651,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,31415.926535897931899,78539816.339744821190834
270,1,270,269,Sul,Florianopolis,Canasvieiras,-27.430966000000002,-48.479661999999998,3.5,1,Right,Sand-bar,All surfers,1.000000000000000,1.000000000000000,1.000000000000000,3.500000000000000,5000.000000000000000,270,4205407,Florianópolis,SC,"Sports, recreation and leisure activities",487.000000000000000,2357.000000000000000,0.000000000000000,0.000000000000000,421240.000000000000000,0.005595385053651,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,31415.926535897931899,78539816.339744821190834
271,2,271,270,Sul,Florianopolis,Praia do Forte,-27.430747000000000,-48.519658999999997,3.5,1,Right,Point-break,All surfers,1.000000000000000,1.000000000000000,1.000000000000000,3.500000000000000,5000.000000000000000,271,4205407,Florianópolis,SC,"Sports, recreation and leisure activities",487.000000000000000,2357.000000000000000,0.000000000000000,0.000000000000000,421240.000000000000000,0.005595385053651,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,31415.926535897931899,78539816.339744821190834
272,1,272,271,Sul,Florianopolis,Ingleses,-27.429832999999999,-48.390569999999997,3,2,Right and left,Beach-break,All surfers,2.000000000000000,2.000000000000000,1.000000000000000,3.000000000000000,5000.000000000000000,272,4205407,Florianópolis,SC,"Sports, recreation and leisure activities",487.000000000000000,2357.000000000000000,0.000000000000000,0.000000000000000,421240.000000000000000,0.005595385053651,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,31415.926535897931899,78539816.339744821190834
273,1,273,272,Sul,Florianopolis,Praia Brava,-27.400804000000001,-48.413401000000000,3.5,3,Right and left,Beach-break,Experienced surfers,2.000000000000000,3.000000000000000,0.000000000000000,3.500000000000000,5000.000000000000000,273,4205407,Florianópolis,SC,"Sports, recreation and leisure activities",487.000000000000000,2357.000000000000000,0.000000000000000,0.000000000000000,421240.000000000000000,0.005595385053651,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,31415.926535897931899,78539816.339744821190834
274,1,274,273,Sul,Santa Catarina South,Praia Brava,-27.396440999999999,-48.414130000000000,3,4,Right and left,Sand-bar,All surfers,2.000000000000000,4.000000000000000,1.000000000000000,3.000000000000000,5000.000000000000000,274,4205407,Florianópolis,SC,"Sports, recreation and leisure activities",487.000000000000000,2357.000000000000000,0.000000000000000,0.000000000000000,421240.000000000000000,0.005595385053651,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,31415.926535897931899,78539816.339744821190834
275,1,275,274,Sul,Florianopolis,Lambe lambe,-27.387601000000000,-48.433185000000002,4,1,Right,Point-break,Experienced surfers,1.000000000000000,1.000000000000000,0.000000000000000,4.000000000000000,5000.000000000000000,275,4205407,Florianópolis,SC,"Sports, recreation and leisure activities",487.000000000000000,2357.000000000000000,0.000000000000000,0.000000000000000,421240.000000000000000,0.005595385053651,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,31415.926535897931899,78539816.339744821190834
276,1,276,275,Sul,Florianopolis,Ponta Do Rapa,-27.380837000000000,-48.420524999999998,4,1,Right,Reef-rocky,Pros or kamikaze only...,1.000000000000000,1.000000000000000,0.000000000000000,4.000000000000000,5000.000000000000000,276,4205407,Florianópolis,SC,"Sports, recreation and leisure activities",487.000000000000000,2357.000000000000000,0.000000000000000,0.000000000000000,421240.000000000000000,0.005595385053651,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,31415.926535897931899,78539816.339744821190834
277,2,277,276,Sul,Santa Catarina North,Tingua,-27.368165999999999,-48.532501000000003,3.5,1,Left,Beach-break,Experienced surfers,1.000000000000000,1.000000000000000,0.000000000000000,3.500000000000000,5000.000000000000000,277,4205407,Florianópolis,SC,"Sports, recreation and leisure activities",487.000000000000000,2357.000000000000000,0.000000000000000,0.000000000000000,421240.000000000000000,0.005595385053651,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,421240.000000000000000,31415.926535897931899,78539816.339744821190834
278,1,278,277,Sul,Santa Catarina North,Palmas,-27.321984000000000,-48.535451999999999,3.5,2,Right and left,Beach-break,Experienced surfers,2.000000000000000,2.000000000000000,0.000000000000000,3.500000000000000,5000.000000000000000,278,4206009,Governador Celso Ramos,SC,"Sports, recreation and leisure activities",11.000000000000000,61.000000000000000,0.000000000000000,0.000000000000000,12999.000000000000000,0.004692668666821,12999.000000000000000,12999.000000000000000,12999.000000000000000,12999.000000000000000,12999.000000000000000,12999.000000000000000,12999.000000000000000,12999.000000000000000,12999.000000000000000,12999.000000000000000,12999.000000000000000,12999.000000000000000,12999.000000000000000,12999.000000000000000,12999.000000000000000,31415.926535897931899,78539816.339744821190834
279,2,279,278,Sul,Santa Catarina North,Mariscal,-27.166504000000000,-48.494833000000000,3.5,3,Right and left,Beach-break,All surfers,2.000000000000000,3.000000000000000,1.000000000000000,3.500000000000000,5000.000000000000000,279,4202453,Bombinhas,SC,"Sports, recreation and leisure activities",13.000000000000000,37.000000000000000,0.000000000000000,0.000000000000000,14293.000000000000000,0.002588679773316,14293.000000000000000,14293.000000000000000,14293.000000000000000,14293.000000000000000,14293.000000000000000,14293.000000000000000,14293.000000000000000,14293.000000000000000,14293.000000000000000,14293.000000000000000,14293.000000000000000,14293.000000000000000,14293.000000000000000,14293.000000000000000,14293.000000000000000,31415.926535897931899,78539816.339744821190834
280,2,280,279,Sul,Santa Catarina North,Quatro Ilhas,-27.156195000000000,-48.482923999999997,3.5,3,Right,Point-break,Experienced surfers,1.000000000000000,3.000000000000000,0.000000000000000,3.500000000000000,5000.000000000000000,280,4202453,Bombinhas,SC,"Sports, recreation and leisure activities",13.000000000000000,37.000000000000000,0.000000000000000,0.000000000000000,14293.000000000000000,0.002588679773316,14293.000000000000000,14293.000000000000000,14293.000000000000000,14293.000000000000000,14293.000000000000000,14293.000000000000000,14293.000000000000000,14293.000000000000000,14293.000000000000000,14293.000000000000000,14293.000000000000000,14293.000000000000000,14293.000000000000000,14293.000000000000000,14293.000000000000000,31415.926535897931899,78539816.339744821190834
281,2,281,280,Sul,Santa Catarina North,Bombinhas,-27.148367000000000,-48.489531999999997,2,2,Right and left,Beach-break,Beginners wave,2.000000000000000,2.000000000000000,0.000000000000000,2.000000000000000,5000.000000000000000,281,4202453,Bombinhas,SC,"Sports, recreation and leisure activities",13.000000000000000,37.000000000000000,0.000000000000000,0.000000000000000,14293.000000000000000,0.002588679773316,14293.000000000000000,14293.000000000000000,14293.000000000000000,14293.000000000000000,14293.000000000000000,14293.000000000000000,14293.000000000000000,14293.000000000000000,14293.000000000000000,14293.000000000000000,14293.000000000000000,14293.000000000000000,14293.000000000000000,14293.000000000000000,14293.000000000000000,31415.926535897931899,78539816.339744821190834
282,2,282,281,Sul,Santa Catarina North,Bombas,-27.140118000000001,-48.506784000000003,3,2,Right and left,Beach-break,All surfers,2.000000000000000,2.000000000000000,1.000000000000000,3.000000000000000,5000.000000000000000,282,4202453,Bombinhas,SC,"Sports, recreation and leisure activities",13.000000000000000,37.000000000000000,0.000000000000000,0.000000000000000,14293.000000000000000,0.002588679773316,14293.000000000000000,14293.000000000000000,14293.000000000000000,14293.000000000000000,14293.000000000000000,14293.000000000000000,14293.000000000000000,14293.000000000000000,14293.000000000000000,14293.000000000000000,14293.000000000000000,14293.000000000000000,14293.000000000000000,14293.000000000000000,14293.000000000000000,31415.926535897931899,78539816.339744821190834
283,3,283,282,Sul,Santa Catarina North,Meia Praia,-27.104825000000002,-48.609009000000000,3,3,Right and left,Sand-bar,All surfers,2.000000000000000,3.000000000000000,1.000000000000000,3.000000000000000,5000.000000000000000,283,4203204,Camboriú,SC,"Sports, recreation and leisure activities",33.000000000000000,117.000000000000000,0.000000000000000,0.000000000000000,62361.000000000000000,0.001876172607880,62361.000000000000000,62361.000000000000000,62361.000000000000000,62361.000000000000000,62361.000000000000000,62361.000000000000000,62361.000000000000000,62361.000000000000000,62361.000000000000000,62361.000000000000000,62361.000000000000000,62361.000000000000000,62361.000000000000000,62361.000000000000000,62361.000000000000000,31415.926535897931899,78539816.339744821190834
284,3,284,283,Sul,Santa Catarina North,Itapema,-27.095541000000001,-48.609738000000000,3,3,Right and left,Beach-break,All surfers,2.000000000000000,3.000000000000000,1.000000000000000,3.000000000000000,5000.000000000000000,284,4202008,Balneário Camboriú,SC,"Sports, recreation and leisure activities",127.000000000000000,906.000000000000000,0.000000000000000,0.000000000000000,108089.000000000000000,0.008381981515233,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,31415.926535897931899,78539816.339744821190834
285,3,285,284,Sul,Santa Catarina North,Ponta do Cabeço,-27.093436000000001,-48.601959999999998,4,2,Left,Reef-rocky,Experienced surfers,1.000000000000000,2.000000000000000,0.000000000000000,4.000000000000000,5000.000000000000000,285,4202008,Balneário Camboriú,SC,"Sports, recreation and leisure activities",127.000000000000000,906.000000000000000,0.000000000000000,0.000000000000000,108089.000000000000000,0.008381981515233,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,31415.926535897931899,78539816.339744821190834
286,3,286,285,Sul,Santa Catarina North,Mocó,-27.080182000000001,-48.588451999999997,4,2,Left,Reef-rocky,Experienced surfers,1.000000000000000,2.000000000000000,0.000000000000000,4.000000000000000,5000.000000000000000,286,4202008,Balneário Camboriú,SC,"Sports, recreation and leisure activities",127.000000000000000,906.000000000000000,0.000000000000000,0.000000000000000,108089.000000000000000,0.008381981515233,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,31415.926535897931899,78539816.339744821190834
287,3,287,286,Sul,Santa Catarina North,Estaleirinho,-27.049112000000001,-48.586779000000000,3,4,Right and left,Beach-break,Pros or kamikaze only...,2.000000000000000,4.000000000000000,0.000000000000000,3.000000000000000,5000.000000000000000,287,4202008,Balneário Camboriú,SC,"Sports, recreation and leisure activities",127.000000000000000,906.000000000000000,0.000000000000000,0.000000000000000,108089.000000000000000,0.008381981515233,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,31415.926535897931899,78539816.339744821190834
288,3,288,287,Sul,Santa Catarina North,Estaleiro (reef),-27.025050000000000,-48.574064999999997,3.5,2,Left,Reef-rocky,Experienced surfers,1.000000000000000,2.000000000000000,0.000000000000000,3.500000000000000,5000.000000000000000,288,4202008,Balneário Camboriú,SC,"Sports, recreation and leisure activities",127.000000000000000,906.000000000000000,0.000000000000000,0.000000000000000,108089.000000000000000,0.008381981515233,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,31415.926535897931899,78539816.339744821190834
289,3,289,288,Sul,Santa Catarina North,Balneário Camboriú,-26.987711999999998,-48.629950999999998,3,3,Right and left,Beach-break,All surfers,2.000000000000000,3.000000000000000,1.000000000000000,3.000000000000000,5000.000000000000000,289,4202008,Balneário Camboriú,SC,"Sports, recreation and leisure activities",127.000000000000000,906.000000000000000,0.000000000000000,0.000000000000000,108089.000000000000000,0.008381981515233,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,31415.926535897931899,78539816.339744821190834
290,3,290,289,Sul,Santa Catarina North,Parcel,-26.976469000000002,-48.623170999999999,4,1,Right and left,Reef-rocky,Pros or kamikaze only...,2.000000000000000,1.000000000000000,0.000000000000000,4.000000000000000,5000.000000000000000,290,4202008,Balneário Camboriú,SC,"Sports, recreation and leisure activities",127.000000000000000,906.000000000000000,0.000000000000000,0.000000000000000,108089.000000000000000,0.008381981515233,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,31415.926535897931899,78539816.339744821190834
291,2,291,290,Sul,Santa Catarina North,Praia dos Amores,-26.957191000000002,-48.629221999999999,3,2,Right and left,Beach-break,Experienced surfers,2.000000000000000,2.000000000000000,0.000000000000000,3.000000000000000,5000.000000000000000,291,4202008,Balneário Camboriú,SC,"Sports, recreation and leisure activities",127.000000000000000,906.000000000000000,0.000000000000000,0.000000000000000,108089.000000000000000,0.008381981515233,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,31415.926535897931899,78539816.339744821190834
292,3,292,291,Sul,Santa Catarina North,Praia Brava,-26.941659999999999,-48.628234999999997,3,3,Right and left,Beach-break,Experienced surfers,2.000000000000000,3.000000000000000,0.000000000000000,3.000000000000000,5000.000000000000000,292,4202008,Balneário Camboriú,SC,"Sports, recreation and leisure activities",127.000000000000000,906.000000000000000,0.000000000000000,0.000000000000000,108089.000000000000000,0.008381981515233,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,31415.926535897931899,78539816.339744821190834
293,3,293,292,Sul,Santa Catarina North,Morcego,-26.931052000000001,-48.625214999999997,3.5,NA,Left,Point-break,Pros or kamikaze only...,1.000000000000000,1.000000000000000,0.000000000000000,3.500000000000000,5000.000000000000000,293,4202008,Balneário Camboriú,SC,"Sports, recreation and leisure activities",127.000000000000000,906.000000000000000,0.000000000000000,0.000000000000000,108089.000000000000000,0.008381981515233,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,31415.926535897931899,78539816.339744821190834
294,3,294,293,Sul,Santa Catarina North,Atalaia,-26.915163000000000,-48.639361000000001,3.5,2,Left,breakwater/jetty,All surfers,1.000000000000000,2.000000000000000,1.000000000000000,3.500000000000000,5000.000000000000000,294,4202008,Balneário Camboriú,SC,"Sports, recreation and leisure activities",127.000000000000000,906.000000000000000,0.000000000000000,0.000000000000000,108089.000000000000000,0.008381981515233,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,108089.000000000000000,31415.926535897931899,78539816.339744821190834
295,2,295,294,Sul,Santa Catarina North,Pracinha,-26.901883999999999,-48.641613999999997,3.5,4,Right and left,Beach-break,All surfers,2.000000000000000,4.000000000000000,1.000000000000000,3.500000000000000,5000.000000000000000,295,4208203,Itajaí,SC,"Sports, recreation and leisure activities",113.000000000000000,497.000000000000000,0.000000000000000,0.000000000000000,183373.000000000000000,0.002710322675639,183373.000000000000000,183373.000000000000000,183373.000000000000000,183373.000000000000000,183373.000000000000000,183373.000000000000000,183373.000000000000000,183373.000000000000000,183373.000000000000000,183373.000000000000000,183373.000000000000000,183373.000000000000000,183373.000000000000000,183373.000000000000000,183373.000000000000000,31415.926535897931899,78539816.339744821190834
