OID_,Join_Count,TARGET_FID,id,region,zone,name,lat,long,quality,frequency,direction,type,experience,numerical_direction,numerical_frequency,numerical_experience,numerical_quality,BUFF_DIST,ORIG_FID,CD_MUN,NM_MUN,SIGLA,CNAE,Units,People,Shape_Length_1,Shape_Area_1,F2010,SLR_employment_per_capita,F2010_1,F2010_12,F2010_12_13,F2010_12_13_14,F2010_12_13_14_15,F2010_12_13_14_15_16,F2010_12_13_14_15_16_17,F2010_12_13_14_15_16_17_18,F2010_12_13_14_15_16_17_18_19,F2010_12_13_14_15_16_17_18_19_20,F2010_12_13_14_15_16_17_18_19_20_21,F2010_12_13_14_15_16_17_18_19_20_21_22,F2010_12_13_14_15_16_17_18_19_20_21_22_23,F2010_12_13_14_15_16_17_18_19_20_21_22_23_24,F2010_12_13_14_15_16_17_18_19_20_21_22_23_24_25,Shape_Length,Shape_Area
39,2,39,38,Sudeste,NA,Praia da Boracéia,-23.758372999999999,-45.828777000000002,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,39,3506359,Bertioga,SP,"Sports, recreation and leisure activities",28.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,47645.000000000000000,0.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,47645.000000000000000,31415.926535897931899,78539816.339744821190834
40,1,40,39,Sudeste,NA,Praia Dura,-23.496058000000001,-45.171014000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,40,3555406,Ubatuba,SP,"Sports, recreation and leisure activities",48.000000000000000,357.000000000000000,0.000000000000000,0.000000000000000,78801.000000000000000,0.004530399360414,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,31415.926535897931899,78539816.339744821190834
41,1,41,40,Sudeste,NA,Pereque-Acu,-23.424565000000001,-45.062697000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,41,3555406,Ubatuba,SP,"Sports, recreation and leisure activities",48.000000000000000,357.000000000000000,0.000000000000000,0.000000000000000,78801.000000000000000,0.004530399360414,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,31415.926535897931899,78539816.339744821190834
42,1,42,41,Sudeste,NA,Itamambuca,-23.406683000000001,-45.008741000000001,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,42,3555406,Ubatuba,SP,"Sports, recreation and leisure activities",48.000000000000000,357.000000000000000,0.000000000000000,0.000000000000000,78801.000000000000000,0.004530399360414,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,31415.926535897931899,78539816.339744821190834
43,1,43,42,Sudeste,NA,Praia da Fazenda,-23.361352000000000,-44.859766000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,43,3555406,Ubatuba,SP,"Sports, recreation and leisure activities",48.000000000000000,357.000000000000000,0.000000000000000,0.000000000000000,78801.000000000000000,0.004530399360414,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,78801.000000000000000,31415.926535897931899,78539816.339744821190834
44,1,44,43,Sudeste,NA,Aventureiro,-23.184405999999999,-44.315804000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,44,3300100,Angra dos Reis,RJ,"Sports, recreation and leisure activities",52.000000000000000,567.000000000000000,0.000000000000000,0.000000000000000,169511.000000000000000,0.003344915669190,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,31415.926535897931899,78539816.339744821190834
45,1,45,44,Sudeste,NA,Praia do Leste,-23.179746000000002,-44.274093999999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,45,3300100,Angra dos Reis,RJ,"Sports, recreation and leisure activities",52.000000000000000,567.000000000000000,0.000000000000000,0.000000000000000,169511.000000000000000,0.003344915669190,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,31415.926535897931899,78539816.339744821190834
46,1,46,45,Sudeste,NA,Praia do Sul,-23.178656000000000,-44.296756999999999,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,46,3300100,Angra dos Reis,RJ,"Sports, recreation and leisure activities",52.000000000000000,567.000000000000000,0.000000000000000,0.000000000000000,169511.000000000000000,0.003344915669190,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,169511.000000000000000,31415.926535897931899,78539816.339744821190834
47,1,47,46,Sudeste,NA,Praia do Meio,-23.066913000000000,-43.549809000000003,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,47,3304557,Rio de Janeiro,RJ,"Sports, recreation and leisure activities",2008.000000000000000,24331.000000000000000,0.000000000000000,0.000000000000000,6320446.000000000000000,0.003849570109451,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,31415.926535897931899,78539816.339744821190834
48,1,48,47,Sudeste,NA,Restinga a Marambaia,-23.061833000000000,-43.591673000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,48,3304557,Rio de Janeiro,RJ,"Sports, recreation and leisure activities",2008.000000000000000,24331.000000000000000,0.000000000000000,0.000000000000000,6320446.000000000000000,0.003849570109451,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,31415.926535897931899,78539816.339744821190834
49,1,49,48,Sudeste,NA,Grumari,-23.050469000000000,-43.533907999999997,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,49,3304557,Rio de Janeiro,RJ,"Sports, recreation and leisure activities",2008.000000000000000,24331.000000000000000,0.000000000000000,0.000000000000000,6320446.000000000000000,0.003849570109451,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,31415.926535897931899,78539816.339744821190834
50,1,50,49,Sudeste,NA,Reserva,-23.022717000000000,-43.440916000000001,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,50,3304557,Rio de Janeiro,RJ,"Sports, recreation and leisure activities",2008.000000000000000,24331.000000000000000,0.000000000000000,0.000000000000000,6320446.000000000000000,0.003849570109451,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,31415.926535897931899,78539816.339744821190834
51,1,51,50,Sudeste,NA,Barra da Tijuca,-23.020340120000000,-43.372478489999999,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,51,3304557,Rio de Janeiro,RJ,"Sports, recreation and leisure activities",2008.000000000000000,24331.000000000000000,0.000000000000000,0.000000000000000,6320446.000000000000000,0.003849570109451,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,31415.926535897931899,78539816.339744821190834
52,1,52,51,Sudeste,NA,Barra da Tijuca,-23.014886109999999,-43.372222219999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,52,3304557,Rio de Janeiro,RJ,"Sports, recreation and leisure activities",2008.000000000000000,24331.000000000000000,0.000000000000000,0.000000000000000,6320446.000000000000000,0.003849570109451,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,31415.926535897931899,78539816.339744821190834
53,1,53,52,Sudeste,NA,Sao Conrado,-23.000617999999999,-43.264187000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,53,3304557,Rio de Janeiro,RJ,"Sports, recreation and leisure activities",2008.000000000000000,24331.000000000000000,0.000000000000000,0.000000000000000,6320446.000000000000000,0.003849570109451,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,6320446.000000000000000,31415.926535897931899,78539816.339744821190834
54,1,54,53,Sudeste,NA,Bambui,-22.975255000000001,-42.916570000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,54,3302700,Maricá,RJ,"Sports, recreation and leisure activities",31.000000000000000,153.000000000000000,0.000000000000000,0.000000000000000,127461.000000000000000,0.001200367171135,127461.000000000000000,127461.000000000000000,127461.000000000000000,127461.000000000000000,127461.000000000000000,127461.000000000000000,127461.000000000000000,127461.000000000000000,127461.000000000000000,127461.000000000000000,127461.000000000000000,127461.000000000000000,127461.000000000000000,127461.000000000000000,127461.000000000000000,31415.926535897931899,78539816.339744821190834
55,2,55,54,Sudeste,NA,Itaipuacu,-22.971149000000000,-43.011260000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,55,3302700,Maricá,RJ,"Sports, recreation and leisure activities",31.000000000000000,153.000000000000000,0.000000000000000,0.000000000000000,127461.000000000000000,0.001200367171135,127461.000000000000000,127461.000000000000000,127461.000000000000000,127461.000000000000000,127461.000000000000000,127461.000000000000000,127461.000000000000000,127461.000000000000000,127461.000000000000000,127461.000000000000000,127461.000000000000000,127461.000000000000000,127461.000000000000000,127461.000000000000000,127461.000000000000000,31415.926535897931899,78539816.339744821190834
56,1,56,55,Sudeste,NA,Barra de Marica,-22.962100000000000,-42.809486999999997,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,56,3302700,Maricá,RJ,"Sports, recreation and leisure activities",31.000000000000000,153.000000000000000,0.000000000000000,0.000000000000000,127461.000000000000000,0.001200367171135,127461.000000000000000,127461.000000000000000,127461.000000000000000,127461.000000000000000,127461.000000000000000,127461.000000000000000,127461.000000000000000,127461.000000000000000,127461.000000000000000,127461.000000000000000,127461.000000000000000,127461.000000000000000,127461.000000000000000,127461.000000000000000,127461.000000000000000,31415.926535897931899,78539816.339744821190834
57,2,57,56,Sudeste,NA,Camboinhas,-22.961998000000001,-43.059922999999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,57,3302700,Maricá,RJ,"Sports, recreation and leisure activities",31.000000000000000,153.000000000000000,0.000000000000000,0.000000000000000,127461.000000000000000,0.001200367171135,127461.000000000000000,127461.000000000000000,127461.000000000000000,127461.000000000000000,127461.000000000000000,127461.000000000000000,127461.000000000000000,127461.000000000000000,127461.000000000000000,127461.000000000000000,127461.000000000000000,127461.000000000000000,127461.000000000000000,127461.000000000000000,127461.000000000000000,31415.926535897931899,78539816.339744821190834
58,1,58,57,Sudeste,NA,Pirantininga,-22.955044999999998,-43.088653999999998,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,58,3303302,Niterói,RJ,"Sports, recreation and leisure activities",245.000000000000000,1766.000000000000000,0.000000000000000,0.000000000000000,487562.000000000000000,0.003622103445305,487562.000000000000000,487562.000000000000000,487562.000000000000000,487562.000000000000000,487562.000000000000000,487562.000000000000000,487562.000000000000000,487562.000000000000000,487562.000000000000000,487562.000000000000000,487562.000000000000000,487562.000000000000000,487562.000000000000000,487562.000000000000000,487562.000000000000000,31415.926535897931899,78539816.339744821190834
59,2,59,58,Sudeste,NA,Jacone,-22.946556000000001,-42.679789000000000,NA,NA,NA,NA,NA,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5000.000000000000000,59,3302700,Maricá,RJ,"Sports, recreation and leisure activities",31.000000000000000,153.000000000000000,0.000000000000000,0.000000000000000,127461.000000000000000,0.001200367171135,127461.000000000000000,127461.000000000000000,127461.000000000000000,127461.000000000000000,127461.000000000000000,127461.000000000000000,127461.000000000000000,127461.000000000000000,127461.000000000000000,127461.000000000000000,127461.000000000000000,127461.000000000000000,127461.000000000000000,127461.000000000000000,127461.000000000000000,31415.926535897931899,78539816.339744821190834
